   0.0000000e+00   7.6839958e-02   9.5015333e-02   1.7413933e-01   8.9423133e-03   1.4859978e-01   8.8453972e-03   3.2806804e-03   0.0000000e+00   1.2155152e-01   7.6549210e-03   6.6582769e-03   0.0000000e+00   6.5613609e-03   0.0000000e+00   0.0000000e+00   1.0935601e-03   1.3328994e-01   6.6582769e-03   6.7551930e-03   0.0000000e+00   1.4700862e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.3742406e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3994822e-01   8.7484812e-03   3.3775965e-03   0.0000000e+00   8.7484812e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.6549210e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0935601e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.3742406e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0935601e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e+00   9.3023256e-02   5.8139535e-02   1.0465116e-01   6.9767442e-02   1.1627907e-01   5.8139535e-02   0.0000000e+00   0.0000000e+00   9.3023256e-02   9.3023256e-02   1.1627907e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.1395349e-02   6.9767442e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1627907e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.3023256e-02   4.6511628e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0000000e+00   5.9523810e-02   8.3333333e-02   1.5476190e-01   2.3809524e-02   7.1428571e-02   8.3333333e-02   1.1904762e-02   1.1904762e-02   8.3333333e-02   9.5238095e-02   1.1904762e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.1428571e-02   1.1904762e-01   1.1904762e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.9523810e-02   4.7619048e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.0000000e+00   1.6867470e-01   4.8192771e-02   1.0843373e-01   4.8192771e-02   6.0240964e-02   0.0000000e+00   4.8192771e-02   0.0000000e+00   7.2289157e-02   1.2048193e-02   9.6385542e-02   1.2048193e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.4096386e-02   0.0000000e+00   6.0240964e-02   0.0000000e+00   2.4096386e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.4337349e-02   0.0000000e+00   1.2048193e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2048193e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.0000000e+00   1.8181818e-01   7.7922078e-02   3.8961039e-02   5.1948052e-02   3.8961039e-02   0.0000000e+00   5.1948052e-02   1.2987013e-02   3.8961039e-02   6.4935065e-02   9.0909091e-02   3.8961039e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.8961039e-02   2.5974026e-02   5.1948052e-02   3.8961039e-02   0.0000000e+00   2.5974026e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2987013e-02   3.8961039e-02   3.8961039e-02   1.2987013e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2987013e-02   1.2987013e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.0000000e+00   8.1395349e-02   1.0465116e-01   5.8139535e-02   6.9767442e-02   4.6511628e-02   2.3255814e-02   3.4883721e-02   3.4883721e-02   9.3023256e-02   3.4883721e-02   3.4883721e-02   5.8139535e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.4883721e-02   1.1627907e-02   3.4883721e-02   4.6511628e-02   0.0000000e+00   0.0000000e+00   1.1627907e-02   0.0000000e+00   0.0000000e+00   1.1627907e-02   2.3255814e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.8139535e-02   2.3255814e-02   3.4883721e-02   1.1627907e-02   0.0000000e+00   1.1627907e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1627907e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.0000000e+00   7.4074074e-02   7.4074074e-02   7.4074074e-02   1.2345679e-02   8.6419753e-02   0.0000000e+00   9.8765432e-02   0.0000000e+00   7.4074074e-02   1.2345679e-02   1.1111111e-01   1.2345679e-02   2.4691358e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.8765432e-02   1.2345679e-02   6.1728395e-02   1.2345679e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.6419753e-02   0.0000000e+00   6.1728395e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2345679e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.0000000e+00   1.3580247e-01   7.4074074e-02   4.9382716e-02   8.6419753e-02   1.2345679e-02   3.7037037e-02   6.1728395e-02   2.4691358e-02   4.9382716e-02   7.4074074e-02   2.4691358e-02   2.4691358e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.4691358e-02   2.4691358e-02   4.9382716e-02   3.7037037e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2345679e-02   0.0000000e+00   1.2345679e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.4691358e-02   4.9382716e-02   4.9382716e-02   6.1728395e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   8.0000000e+00   1.2790698e-01   2.3255814e-02   3.4883721e-02   1.7441860e-01   1.1627907e-02   2.3255814e-02   4.6511628e-02   4.6511628e-02   2.3255814e-02   4.6511628e-02   4.6511628e-02   3.4883721e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.9767442e-02   4.6511628e-02   8.1395349e-02   2.3255814e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.6511628e-02   2.3255814e-02   3.4883721e-02   2.3255814e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1627907e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   9.0000000e+00   1.5476190e-01   5.9523810e-02   5.9523810e-02   0.0000000e+00   1.3095238e-01   3.5714286e-02   7.1428571e-02   1.1904762e-02   4.7619048e-02   0.0000000e+00   1.1904762e-02   0.0000000e+00   1.1904762e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.3333333e-02   0.0000000e+00   0.0000000e+00   1.1904762e-02   7.1428571e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1904762e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.5238095e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1904762e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1904762e-02   0.0000000e+00   0.0000000e+00
