0.000000	0.020000	0.190000	0.300000	0.000000	0.210000	0.010000	0.010000	0.000000	0.210000	0.020000	0.000000	0.010000	0.010000	0.000000	0.010000	0.000000
1.000000	0.110000	0.100000	0.120000	0.040000	0.130000	0.120000	0.020000	0.010000	0.170000	0.160000	0.000000	0.010000	0.000000	0.010000	0.000000	0.000000
2.000000	0.110000	0.060000	0.150000	0.150000	0.120000	0.140000	0.000000	0.010000	0.080000	0.150000	0.010000	0.010000	0.010000	0.000000	0.000000	0.000000
3.000000	0.110000	0.150000	0.090000	0.100000	0.070000	0.000000	0.190000	0.000000	0.100000	0.000000	0.170000	0.000000	0.010000	0.000000	0.010000	0.000000
4.000000	0.210000	0.040000	0.100000	0.170000	0.060000	0.010000	0.070000	0.040000	0.070000	0.120000	0.090000	0.020000	0.000000	0.000000	0.000000	0.000000
5.000000	0.050000	0.220000	0.180000	0.020000	0.050000	0.010000	0.120000	0.080000	0.070000	0.090000	0.020000	0.080000	0.000000	0.010000	0.000000	0.000000
6.000000	0.160000	0.100000	0.140000	0.040000	0.140000	0.000000	0.140000	0.000000	0.140000	0.000000	0.140000	0.000000	0.000000	0.000000	0.000000	0.000000
7.000000	0.210000	0.030000	0.030000	0.140000	0.120000	0.060000	0.060000	0.060000	0.090000	0.030000	0.120000	0.040000	0.000000	0.000000	0.000000	0.010000
8.000000	0.190000	0.120000	0.060000	0.130000	0.080000	0.060000	0.070000	0.060000	0.080000	0.040000	0.070000	0.030000	0.000000	0.010000	0.000000	0.000000
9.000000	0.110000	0.080000	0.110000	0.000000	0.120000	0.120000	0.140000	0.000000	0.150000	0.010000	0.000000	0.000000	0.140000	0.010000	0.010000	0.000000
10.000000	0.160000	0.160000	0.040000	0.040000	0.070000	0.080000	0.070000	0.070000	0.060000	0.070000	0.010000	0.010000	0.090000	0.050000	0.020000	0.000000
11.000000	0.020000	0.180000	0.040000	0.080000	0.190000	0.020000	0.090000	0.120000	0.090000	0.030000	0.000000	0.000000	0.070000	0.060000	0.000000	0.010000
12.000000	0.260000	0.050000	0.020000	0.050000	0.030000	0.060000	0.230000	0.040000	0.060000	0.000000	0.050000	0.000000	0.060000	0.000000	0.090000	0.000000
13.000000	0.150000	0.140000	0.010000	0.010000	0.080000	0.020000	0.150000	0.150000	0.030000	0.040000	0.050000	0.030000	0.020000	0.020000	0.060000	0.040000
14.000000	0.050000	0.160000	0.050000	0.030000	0.030000	0.070000	0.340000	0.050000	0.000000	0.060000	0.020000	0.010000	0.040000	0.020000	0.030000	0.040000
15.000000	0.090000	0.020000	0.150000	0.060000	0.210000	0.060000	0.050000	0.060000	0.030000	0.000000	0.120000	0.000000	0.120000	0.000000	0.030000	0.000000
16.000000	0.100000	0.020000	0.050000	0.150000	0.140000	0.130000	0.030000	0.080000	0.020000	0.040000	0.030000	0.040000	0.030000	0.070000	0.040000	0.030000
17.000000	0.050000	0.130000	0.050000	0.200000	0.180000	0.020000	0.030000	0.010000	0.040000	0.030000	0.020000	0.020000	0.060000	0.040000	0.070000	0.050000
18.000000	0.210000	0.090000	0.090000	0.000000	0.070000	0.130000	0.110000	0.000000	0.120000	0.000000	0.000000	0.000000	0.160000	0.000000	0.020000	0.000000
19.000000	0.240000	0.000000	0.040000	0.070000	0.010000	0.230000	0.070000	0.080000	0.050000	0.050000	0.000000	0.000000	0.070000	0.070000	0.010000	0.010000
20.000000	0.130000	0.090000	0.020000	0.060000	0.100000	0.100000	0.070000	0.120000	0.050000	0.050000	0.010000	0.010000	0.080000	0.090000	0.010000	0.010000
21.000000	0.170000	0.030000	0.080000	0.090000	0.050000	0.050000	0.150000	0.080000	0.060000	0.000000	0.100000	0.000000	0.060000	0.010000	0.070000	0.000000
22.000000	0.180000	0.050000	0.110000	0.010000	0.050000	0.100000	0.020000	0.210000	0.010000	0.020000	0.050000	0.050000	0.030000	0.040000	0.030000	0.040000
23.000000	0.090000	0.180000	0.060000	0.040000	0.000000	0.090000	0.190000	0.040000	0.030000	0.030000	0.040000	0.010000	0.000000	0.060000	0.060000	0.080000
24.000000	0.350000	0.040000	0.050000	0.040000	0.050000	0.060000	0.200000	0.010000	0.040000	0.000000	0.030000	0.000000	0.070000	0.000000	0.040000	0.020000
25.000000	0.270000	0.060000	0.090000	0.030000	0.020000	0.060000	0.030000	0.190000	0.010000	0.000000	0.020000	0.040000	0.050000	0.030000	0.050000	0.050000
